id,name,release_date,release_precision,image_url,last_fetched
56,Window Shopper,2005-01-01,day,https://i.scdn.co/image/ab67616d0000b2734a3de788d0aecc7c9b06cfc8,2025-08-25T15:46:27
57,Curtis,2007-01-01,day,https://i.scdn.co/image/ab67616d0000b273c58f264d467b5c65b44820b2,2025-08-25T15:46:28
58,Rodeo,2015-09-04,day,https://i.scdn.co/image/ab67616d0000b2736cfd9a7353f98f5165ea6160,2025-08-25T15:46:29
59,a Gift & a Curse,2023-06-16,day,https://i.scdn.co/image/ab67616d0000b273017d5e26552345c4b1575b6c,2025-08-25T15:46:29
5,To Pimp A Butterfly,2015-03-16,day,https://i.scdn.co/image/ab67616d0000b273cdb645498cd3d8a2db4d05e1,2025-09-01T00:11:25.83252
15,Slime Language 2 (Deluxe),2021-04-16,day,https://i.scdn.co/image/ab67616d0000b273bbb071648c950e560ae95b76,2025-09-01T00:11:26.08223
27,Project E.T.,2016-10-13,day,https://i.scdn.co/image/ab67616d0000b2736c8ef06baca6e0eff747f1db,2025-09-01T00:11:26.312988
35,Slime Season 2,2024-12-25,day,https://i.scdn.co/image/ab67616d0000b273cf35efde1d0962624ac126ac,2025-09-01T00:11:26.542952
41,One of Wun,2024-05-10,day,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5,2025-09-01T00:11:26.758418
45,Hitler Wears Hermes 8: Side B,2021-09-24,day,https://i.scdn.co/image/ab67616d0000b27326279b9515b543980f285a64,2025-09-01T00:11:26.973274
47,"good kid, m.A.A.d city (Deluxe)",2012-10-22,day,https://i.scdn.co/image/ab67616d0000b27378de8b28de36a74afc0348b5,2025-09-01T00:11:27.206981
48,Hell Hath No Fury,2006-11-27,day,https://i.scdn.co/image/ab67616d0000b2731533f5dd895bb03556473485,2025-09-01T00:11:27.470046
49,Section.80,2011-07-02,day,https://i.scdn.co/image/ab67616d0000b273eddb2639b74ac6c202032ebe,2025-09-01T00:11:27.684772
53,Whut? Thee Album,1992-09-22,day,https://i.scdn.co/image/ab67616d0000b2733397cc60078359cce2ed2874,2025-09-01T00:11:27.907233
60,Go Off,2017-03-03,day,https://i.scdn.co/image/ab67616d0000b2737f1e6017102874f45e517ce1,2025-08-25T15:46:30
61,RUN-DMC (Expanded Edition),1984-03-27,day,https://i.scdn.co/image/ab67616d0000b2730c653d22500b21d83c6e2b82,2025-08-25T15:46:31
62,War Zone Revisited,2005-11-15,day,https://i.scdn.co/image/ab67616d0000b273801ce9b05b2dcb5f09ee466b,2025-08-25T15:46:34
64,Illmatic,1994-04-19,day,https://i.scdn.co/image/ab67616d0000b273045fc920ecf4f8094888ec26,2025-08-25T15:46:35
65,The Lost Tapes,2002-01-01,year,https://i.scdn.co/image/ab67616d0000b273267e806f40829db77ac0827b,2025-08-25T15:46:35
66,God's Son,2002-12-13,day,https://i.scdn.co/image/ab67616d0000b2730b3331c0bfce749049377d70,2025-08-25T15:46:36
67,Wave[s],2015-08-21,day,https://i.scdn.co/image/ab67616d0000b2737b516a1eb4125de739a9f63d,2025-08-25T15:46:38
69,JKYL+HYD,2016-03-11,day,https://i.scdn.co/image/ab67616d0000b2737d418596edf679770eaea311,2025-08-25T15:46:39
70,Gang Signs & Prayer,2017-02-24,day,https://i.scdn.co/image/ab67616d0000b2735d5e3052c47ff5a3e261195c,2025-08-25T15:46:40
71,Samantha,2017-01-27,day,https://i.scdn.co/image/ab67616d0000b27356e37206361a85c1bfb58b8e,2025-08-25T15:46:40
72,Thiago Silva,2016-05-13,day,https://i.scdn.co/image/ab67616d0000b273d62b2ae12715851c28bebaa4,2025-08-25T15:46:41
73,PARTYNEXTDOOR,2013-07-01,day,https://i.scdn.co/image/ab67616d0000b273090b1f9557a6d23c0817bd88,2025-08-25T15:46:42
75,Some Say I So I Say Light,2013-05-06,day,https://i.scdn.co/image/ab67616d0000b273c58fafd6423b3e2c767151a8,2025-08-25T15:46:43
79,If You're Reading This It's Too Late,2015-02-12,day,https://i.scdn.co/image/ab67616d0000b2732090f4f6cc406e6d3c306733,2025-08-25T15:46:46
80,Black And Brown,2010-09-14,day,https://i.scdn.co/image/ab67616d0000b273a7f75d34f06aa0947eafcb07,2025-08-25T15:46:47
81,If There's a Hell Below,2014-10-28,day,https://i.scdn.co/image/ab67616d0000b273139f85be1c5868dd2c56df39,2025-08-25T15:46:47
82,Black Hippy 2,,day,,
83,Blank Face LP,2016-07-08,day,https://i.scdn.co/image/ab67616d0000b27325475181eb4622ed295f9485,2025-08-25T15:46:48
86,blkjuptr,2016-06-03,day,https://i.scdn.co/image/ab67616d0000b2734bf34c01503ad2588ceb4d70,2025-08-25T15:46:50
87,The Water (S),2014-08-12,day,https://i.scdn.co/image/ab67616d0000b2730c5be09aec989ea56650f7b3,2025-08-25T15:46:50
88,Triple J Live at the Wireless - Splendour in the Grass 2018,2018-07-22,day,https://i.scdn.co/image/ab67616d0000b273d93b7f900d9a85157bb89de4,2025-08-25T15:46:51
89,Northern Lights,2016-01-11,day,https://i.scdn.co/image/ab67616d0000b273dd369e41d36180f15ca6d60f,2025-08-25T15:46:51
90,Befor Our Time,2015-01-20,day,https://i.scdn.co/image/ab67616d0000b2738a49ca7748ab9901ec049f30,2025-08-25T15:46:52
91,Smile Good,2016-10-21,day,https://i.scdn.co/image/ab67616d0000b2737cf6a4cb31d80f98f4c118cd,2025-08-25T15:46:53
93,The Sun's Tirade,2016-09-02,day,https://i.scdn.co/image/ab67616d0000b273ed5e0ac2ad3fd4932103bd19,2025-08-25T15:46:54
94,Cadillactica (Deluxe Version),2014-08-25,day,https://i.scdn.co/image/ab67616d0000b273ebcd2b8434d8d5652329368e,2025-08-25T15:46:54
95,Habits & Contradictions,2012-01-14,day,https://i.scdn.co/image/ab67616d0000b273b23f57d5419c6f775ee68e9f,2025-08-25T15:46:55
97,Disposable Arts,2005-02-15,day,https://i.scdn.co/image/ab67616d0000b273a5e0ecd5dcefdeffa41a9f08,2025-08-25T15:46:57
98,Malibu,2016-01-15,day,https://i.scdn.co/image/ab67616d0000b273f8e77075414234fd77fce32b,2025-08-25T15:46:57
99,Compton,2015-08-21,day,https://i.scdn.co/image/ab67616d0000b2732fc5548485c214ab53477a96,2025-08-25T15:46:58
100,Champion Sound,2003-01-01,year,https://i.scdn.co/image/ab67616d0000b273967aa4dc16ce84800b14a47f,2025-08-25T15:46:59
101,De La Soul is Dead,1991-05-14,day,https://i.scdn.co/image/ab67616d0000b273ee3e86f9a12e311701f5fcda,2025-08-25T15:47:00
102,GG MOOD! BUT HOW? Instrumentals,2013-05-23,day,https://i.scdn.co/image/ab67616d0000b27347aef92f4aa390cd05a8b17c,2025-08-25T15:47:00
104,Jesus Piece (Deluxe),2012-01-01,day,https://i.scdn.co/image/ab67616d0000b273a65779c8c92dff73f8189800,2025-08-25T15:47:02
105,The Documentary 2,2015-04-24,day,https://i.scdn.co/image/ab67616d0000b273059ee605d24e8232b8651d57,2025-08-25T15:47:03
106,R.A.P. Music,2012-05-15,day,https://i.scdn.co/image/ab67616d0000b273395afe547468f53ce908d819,2025-08-25T15:47:04
107,90059,2015-09-11,day,https://i.scdn.co/image/ab67616d0000b273793a0d50c1af74449ddfba7a,2025-08-25T15:47:05
108,PRhyme,2015-12-11,day,https://i.scdn.co/image/ab67616d0000b273ec316f7e4e757bd141aad39c,2025-08-25T15:47:05
109,Dare Iz A Darkside,1994-11-22,day,https://i.scdn.co/image/ab67616d0000b27391e6da65e19447b6ef311bf3,2025-08-25T15:47:06
110,Mastermind,2015-12-04,day,https://i.scdn.co/image/ab67616d0000b27315f2be72c3f3a08fb972ab04,2025-08-25T15:47:07
111,XXX (Deluxe Version),2012-03-13,day,https://i.scdn.co/image/ab67616d0000b273e4f4da605c525b2af3ea39ec,2025-08-25T15:47:07
112,The College Dropout,2004-02-10,day,https://i.scdn.co/image/ab67616d0000b27325b055377757b3cdd6f26b78,2025-08-25T15:47:08
113,Folded,2024-06-20,day,https://i.scdn.co/image/ab67616d0000b273a8e8636885248b7321ad54c7,2025-08-25T15:47:09
114,Run The Jewels,2013-06-26,day,https://i.scdn.co/image/ab67616d0000b27343c27e535cefe3f389fff437,2025-08-25T15:47:09
115,Run The Jewels 2,2014-10-27,day,https://i.scdn.co/image/ab67616d0000b2739742a327795c8c656d4c436d,2025-08-25T15:47:10
116,Acid Rap,2023-04-30,day,https://i.scdn.co/image/ab67616d0000b273cf2c85c09079470c6662eccf,2025-08-25T15:47:11
118,Nothing Was The Same (Deluxe),2013-01-01,day,https://i.scdn.co/image/ab67616d0000b273adfb5909ec66db5fbb4d06c8,2025-08-25T15:47:12
119,Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe),2010-01-01,day,https://i.scdn.co/image/ab67616d0000b273a7fa3f7d0efb5f4254370aaa,2025-08-25T15:47:12
68,Six Paths,2016-09-30,day,https://i.scdn.co/image/ab67616d0000b2734f4d0745255d7f7c91deae0b,2025-09-01T00:11:28.384997
74,Shedding Skin,2015-03-02,day,https://i.scdn.co/image/ab67616d0000b27380101a67ec83c72dc579ce99,2025-09-01T00:11:28.59576
77,Still up All Night,2016-08-05,day,https://i.scdn.co/image/ab67616d0000b273a94c7944953e21664c67f16c,2025-09-01T00:11:29.018738
78,Coloring Book,2016-05-27,day,https://i.scdn.co/image/ab67616d0000b273e71dd15fc5bdefd5bff70452,2025-09-01T00:11:29.22976
84,Blonde,2016-08-20,day,https://i.scdn.co/image/ab67616d0000b273c5649add07ed3720be9d5526,2025-09-01T00:11:29.619798
85,Summertime '06,2015-06-30,day,https://i.scdn.co/image/ab67616d0000b27386f51d101637fd4dc59fc32a,2025-09-01T00:11:29.889761
92,Fall in Love (feat. Ciscero),2016-08-26,day,https://i.scdn.co/image/ab67616d0000b273c34064d068ce3cb89ff1f16d,2025-09-01T00:11:30.12152
96,Black On Both Sides,1999-10-12,day,https://i.scdn.co/image/ab67616d0000b27389b56f56323925d57b38944d,2025-09-01T00:11:30.365505
103,The State vs. Radric Davis,2009-12-07,day,https://i.scdn.co/image/ab67616d0000b273f3735551bf70183bcd03ec7e,2025-09-01T00:11:30.618532
117,Imperial,2016-10-14,day,https://i.scdn.co/image/ab67616d0000b273166442984ba98f0a2dcaea5e,2025-09-01T00:11:30.879746
120,Wu-Tang Forever,1997-06-03,day,https://i.scdn.co/image/ab67616d0000b27377e8e20e0ac6182f94654a23,2025-08-25T15:47:13
121,Trap Muzik,2003-08-18,day,https://i.scdn.co/image/ab67616d0000b273590711d6c0104d86382f1b3e,2025-08-25T15:47:14
123,Beauty Behind The Madness,2015-08-28,day,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2025-08-25T15:47:15
124,Nocturnal,1996-01-01,day,https://i.scdn.co/image/ab67616d0000b273e45bbff322c1f90757fed935,2025-08-25T15:47:15
125,Epiphany (Expanded Edition),2007-06-05,day,https://i.scdn.co/image/ab67616d0000b273baf2f329d4feeb19761eddf4,2025-08-25T15:47:16
126,Reasonable Doubt,1996-06-25,day,https://i.scdn.co/image/ab67616d0000b273730dc61a14921f999a79eb92,2025-08-25T15:47:17
128,Late Orchestration,2006-01-01,day,https://i.scdn.co/image/ab67616d0000b2735f2235cb0deb07e74bf6a31d,2025-08-25T15:47:19
129,It's Dark And Hell Is Hot,1998-05-01,day,https://i.scdn.co/image/ab67616d0000b27311658b970e0518be491871df,2025-08-25T15:47:19
131,Piñata,2014-03-18,day,https://i.scdn.co/image/ab67616d0000b273d844f6b7311a69b9a08e7a0f,2025-08-25T15:47:21
132,Trap Lord,2013-08-19,day,https://i.scdn.co/image/ab67616d0000b273005ca921bdef6548d4f71b76,2025-08-25T15:47:22
133,Brown Sugar,1995-07-03,day,https://i.scdn.co/image/ab67616d0000b273f6465d4b8cdd34ed4d7853e2,2025-08-25T15:47:22
134,Kismet,,day,,
135,AT.LONG.LAST.A$AP,2015-05-26,day,https://i.scdn.co/image/ab67616d0000b27316b101f81a8284ec71048d91,2025-08-25T15:47:23
136,2001,1999-11-16,day,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,2025-08-25T15:47:23
138,Progressively Funky,2009-03-30,day,https://i.scdn.co/image/ab67616d0000b273f44273b5ffd7d86517092704,2025-08-25T15:47:25
139,Al Green Is Love,1975-09-19,day,https://i.scdn.co/image/ab67616d0000b273460ed0062b39a4bcdc11296a,2025-08-25T15:47:25
140,Coming Home,2020-02-21,day,https://i.scdn.co/image/ab67616d0000b27309cc158b87b01da77258f961,2025-08-25T15:47:26
141,Spark Of Love (Expanded Edition),1978-06-18,day,https://i.scdn.co/image/ab67616d0000b273af62db0decf1d5db6e71da6d,2025-08-25T15:47:26
142,Born Sinner (Deluxe Version),2010-11-22,day,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,2025-08-25T15:47:27
143,K.R.I.T. Wuz Here,2020-05-29,day,https://i.scdn.co/image/ab67616d0000b2735fbffbe16de76124134ddd96,2025-08-25T15:47:28
144,Live From The Underground,2017-10-27,day,https://i.scdn.co/image/ab67616d0000b2733174edf56bcbe825f67287bb,2025-08-25T15:47:28
145,F.U.-Don't Take It Personal,1991-01-01,year,https://i.scdn.co/image/ab67616d0000b273ecc60b5b950e2297fb9a307c,2025-08-25T15:47:29
146,Monster,2014-10-28,day,https://i.scdn.co/image/ab67616d0000b273e2528d35865f3114cfe9a16e,2025-08-25T15:47:29
147,Trilogy,2012-11-13,day,https://i.scdn.co/image/ab67616d0000b273b298538481c52f7e217ed000,2025-08-25T15:47:30
148,EVOL,2016-04-13,day,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,2025-08-25T15:47:31
149,In The Lonely Hour (Drowning Shadows Edition),2015-11-06,day,https://i.scdn.co/image/ab67616d0000b273fe5d69bf1aa9f9d88837cbb6,2025-08-25T15:47:32
150,.WAV Theory,2019-08-09,day,https://i.scdn.co/image/ab67616d0000b2738954c774b03c5cb8cbf9a115,2025-08-25T15:47:33
151,Rappa Ternt Sanga (Expanded Edition),2005-12-06,day,https://i.scdn.co/image/ab67616d0000b273dbaa4ff0c40e19d9c19ed760,2025-08-25T15:47:34
153,Only Built 4 Cuban Linx...,1995-01-01,year,https://i.scdn.co/image/ab67616d0000b27310f55f2af876cc662fc4ec12,2025-08-25T15:47:36
155,B4.DA.$$,2015-01-20,day,https://i.scdn.co/image/ab67616d0000b273c89991543fdf82ca7374bd7b,2025-08-25T15:47:37
156,Lupe Fiasco's Food & Liquor,2006-06-27,day,https://i.scdn.co/image/ab67616d0000b273a81ec0503c55850ad4687940,2025-08-25T15:47:38
158,ANTI (Deluxe),2016-01-28,day,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2025-08-25T15:47:39
159,Center of Attention,2012-01-10,day,https://i.scdn.co/image/ab67616d0000b273df689c19d158bdd1ea50b1d2,2025-08-25T15:47:40
160,Dark Comedy,2014-06-10,day,https://i.scdn.co/image/ab67616d0000b273068a9d4ccbf5edbdecadd709,2025-08-25T15:47:40
161,"- Ugh, those feels again",2013-08-16,day,https://i.scdn.co/image/ab67616d0000b27346f9bf1154c7205b0e8b1667,2025-08-25T15:47:41
163,Midnight Marauders,1993-11-09,day,https://i.scdn.co/image/ab67616d0000b273f306af1dae08f81f9d6f1f9f,2025-08-25T15:47:42
165,Event II,,day,,
166,SUCKER,2015-02-09,day,https://i.scdn.co/image/ab67616d0000b27379e8bc472031b01f90891a1a,2025-08-25T15:47:43
167,Get Rich Or Die Tryin' OST,,day,,
168,Metro Thuggin,,day,,
169,Full Clip: A Decade Of Gang Starr,1999-07-13,day,https://i.scdn.co/image/ab67616d0000b273adb5dbf4251255a00146d8eb,2025-08-25T15:47:45
170,The Pretty Toney Album,2004-04-20,day,https://i.scdn.co/image/ab67616d0000b2739c5801f0b27c5c68605501ce,2025-08-25T15:47:46
172,The Album About Nothing,2015-03-31,day,https://i.scdn.co/image/ab67616d0000b2739510ea130a19b0566021942c,2025-08-25T15:47:47
173,The Tipping Point,2004-07-13,day,https://i.scdn.co/image/ab67616d0000b2738b49e8cdfda2e629a5ca2717,2025-08-25T15:47:50
174,Hotel Paranoia,2016-02-03,day,https://i.scdn.co/image/ab67616d0000b2735865741a417c44d965beca91,2025-08-25T15:47:50
175,Tha Blue Carpet Treatment,2006-01-01,day,https://i.scdn.co/image/ab67616d0000b2735a62c25459ad69981d5d09ef,2025-08-25T15:47:51
176,Blasphemy,2014-10-27,day,https://i.scdn.co/image/ab67616d0000b2733257bc783fde89ca0e9ddd6e,2025-08-25T15:47:52
178,Cilvia Demo,2014-01-28,day,https://i.scdn.co/image/ab67616d0000b273986cd6b330f7405b17a604f4,2025-08-25T15:47:52
179,Ferg Forever,,day,,
180,Mr. Wonderful,2015-03-23,day,https://i.scdn.co/image/ab67616d0000b2730949c5a5ad8bec4bebacc47d,2025-08-25T15:47:53
425,"Lyricist Lounge, Vol. 2",,day,,
127,Vol. 3... Life And Times Of S. Carter,1999-12-28,day,https://i.scdn.co/image/ab67616d0000b273188099f301c32148ab07a557,2025-09-01T00:11:31.302049
130,56 Nights,2015-03-21,day,https://i.scdn.co/image/ab67616d0000b27354a5f3ff02e5b3c3e3bc75f3,2025-09-01T00:11:31.523309
137,SremmLife,2015-01-06,day,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460,2025-09-01T00:11:31.917767
152,Cherry Bomb,2015-04-13,day,https://i.scdn.co/image/ab67616d0000b273e4bf0d3d9e0224a30ca5f665,2025-09-01T00:11:32.141096
157,My Krazy Life,2014-03-18,day,https://i.scdn.co/image/ab67616d0000b273d5e1093f3b6f0a59114a4905,2025-09-01T00:11:32.401564
181,Microphone Champion,2009-06-01,day,https://i.scdn.co/image/ab67616d0000b273b486c6e0d87d497199b5c127,2025-09-01T00:11:33.689043
171,The Documentary 2.5,2015-10-16,day,https://i.scdn.co/image/ab67616d0000b273b6b8c09b6ad33aa327832721,2025-09-01T23:31:43.127727
182,The Renaissance,2008-11-04,day,https://i.scdn.co/image/ab67616d0000b2738257e9f4a030a290f54e851b,2025-08-25T15:47:54
184,Marauding in Paradise,2015-04-15,day,https://i.scdn.co/image/ab67616d0000b273628170a1a2731337c08e7676,2025-08-25T15:47:55
185,Wildheart,2015-06-26,day,https://i.scdn.co/image/ab67616d0000b273b52b8bb89adb452a75a042af,2025-08-25T15:47:56
186,Man On The Moon: The End Of Day (Int'l Version),2009-01-01,day,https://i.scdn.co/image/ab67616d0000b27379f39680d0a747ccd91520ec,2025-08-25T15:47:56
187,Man On The Moon II: The Legend Of Mr. Rager,2010-11-09,day,https://i.scdn.co/image/ab67616d0000b27359e842b6a3566a141f27f815,2025-08-25T15:47:57
188,Yeezus,2013-06-18,day,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,2025-08-25T15:47:58
189,channel ORANGE,2012-07-10,day,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5,2025-08-25T15:47:59
190,Demon Days,2005-05-23,day,https://i.scdn.co/image/ab67616d0000b27319d85a472f328a6ed9b704cf,2025-08-25T15:48:00
191,Bitch Better Have My Money,2015-03-26,day,https://i.scdn.co/image/ab67616d0000b273c137319751a89295f921cce8,2025-08-25T15:48:01
193,Life Is Good,2012-07-17,day,https://i.scdn.co/image/ab67616d0000b273e04f6bcccc36782519254f30,2025-08-25T15:48:02
194,Purple Reign,2016-01-17,day,https://i.scdn.co/image/ab67616d0000b2738a66b2b14cd2bc612a7f38fa,2025-08-25T15:48:02
195,Friday Night Lights,2010-11-12,day,https://i.scdn.co/image/ab67616d0000b2738f36878a74d27b856d0c0117,2025-08-25T15:48:03
196,Finally Rich (Deluxe),2012-01-01,day,https://i.scdn.co/image/ab67616d0000b273a76616abf60ce17491e95891,2025-08-25T15:48:04
198,In The Lonely Hour,2014-05-26,day,https://i.scdn.co/image/ab67616d0000b273b11bdc91cb9ac6b14f5c1dae,2025-08-25T15:48:05
199,Lupe Fiasco's The Cool,2007-01-01,day,https://i.scdn.co/image/ab67616d0000b273c3244d303444a43b933b9bf4,2025-08-25T15:48:06
203,Konvicted (Complete Edition),2022-03-04,day,https://i.scdn.co/image/ab67616d0000b273b339bb65a381f7345296e0d0,2025-08-25T15:48:08
204,The Black Album,2003-11-14,day,https://i.scdn.co/image/ab67616d0000b273c528802c308a1e0e4d9945dd,2025-08-25T15:48:09
205,Can't Forget About You,2007-01-23,day,https://i.scdn.co/image/ab67616d0000b27310d209ae9f4cf0629696254b,2025-08-25T15:48:10
206,Revival (Deluxe),2015-10-09,day,https://i.scdn.co/image/ab67616d0000b2736bc7473df6c9d1fd90972e84,2025-08-25T15:48:10
210,Home Sweet Home,2005-06-17,day,https://i.scdn.co/image/ab67616d0000b273268f239039bf850e4dd5e4b7,2025-08-25T15:48:13
211,BORN LIKE THIS,2019-03-27,day,https://i.scdn.co/image/ab67616d0000b2738e3546bbdd4e06aa600bfe6f,2025-08-25T15:48:14
212,Season,,day,,
213,A Kid Named Cudi,2022-07-15,day,https://i.scdn.co/image/ab67616d0000b273cd4666c02c9749c71dabb8ea,2025-08-25T15:48:15
215,Slime Season,2024-12-25,day,https://i.scdn.co/image/ab67616d0000b27338941d80499697fb124a3a46,2025-08-25T15:48:16
217,Lonerism,2012-01-01,day,https://i.scdn.co/image/ab67616d0000b273370c12f82872c9cfaee80193,2025-08-25T15:48:18
218,Currents,2015-07-17,day,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79,2025-08-25T15:48:18
